1;9;8;7;9;9;8;8;8;7;7;6;6;9;8;5;9;5;6;6
0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9;8;5;9;5;6
0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9;8;5;9;5
0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9;8;5;9
0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9;8;5
0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9;8
0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6;9
0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6;6
0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7;6
0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7;7
0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8;7
0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8;8
0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8;8
0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9;8
0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9;9
0,2;0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7;9
0,111111111;0,2;0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8;7
0,2;0,111111111;0,2;0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9;8
0,166666667;0,2;0,111111111;0,2;0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1;9
0,166666667;0,166666667;0,2;0,111111111;0,2;0,125;0,111111111;0,166666667;0,166666667;0,142857143;0,142857143;0,125;0,125;0,125;0,111111111;0,111111111;0,142857143;0,125;0,111111111;1
