1;3;6;6;3;3;6;6;6;6;6;6;6;3;6;9;3;6;9;7
0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3;6;9;3;6;9
0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3;6;9;3;6
0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3;6;9;3
0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3;6;9
0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3;6
0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6;3
0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6;6
0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6;6
0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6;6
0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6;6
0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6;6
0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6;6
0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3;6
0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3;3
0,111111111;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6;3
0,333333333;0,111111111;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6;6
0,166666667;0,333333333;0,111111111;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3;6
0,111111111;0,166666667;0,333333333;0,111111111;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1;3
0,142857143;0,111111111;0,166666667;0,333333333;0,111111111;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,166666667;0,333333333;0,333333333;0,166666667;0,166666667;0,333333333;1
