1;9;9;9;9;9;9;9;9;4;9;9;9;9;9;8;1;7;9;7
0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9;9;8;1;7;9
0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9;9;8;1;7
0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9;9;8;1
0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9;9;8
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9;9
0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4;9
0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9;4
0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9;9
0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9;9
0,125;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9;9
1;0,125;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9;9
0,142857143;1;0,125;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9;9
0,111111111;0,142857143;1;0,125;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1;9
0,142857143;0,111111111;0,142857143;1;0,125;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,25;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;0,111111111;1
